pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
03279fc82bf354280cdae4c84033f856606cbe2d431d7cafa4387329dbd5ae529f,483785116286976,2000000000,0,337077
03279fc82bf354280cdae4c84033f856606cbe2d431d7cafa4387329dbd5ae529f,350744209326080,5000000000,3610521,526718
03279fc82bf354280cdae4c84033f856606cbe2d431d7cafa4387329dbd5ae529f,351843720953856,5000000000,220668,0
03279fc82bf354280cdae4c84033f856606cbe2d431d7cafa4387329dbd5ae529f,352943232581632,16777215000,314418,3281802
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,366137372114944,4000000000,24684,135910
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,562949953486848,4000000000,1196219,1187097
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,564049465114624,10000000000,1483348,300788
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,575044581392384,10000000000,5148864,375057
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,461794883731456,20000000000,53436,400614
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,578343116275712,4000000000,231253,455241
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,570646534881280,10000000000,441014,1842031
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,389227116298240,12345678000,189539,2191318
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,377132488392704,4000000000,237933,810820
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,435406604664832,10000000000,0,2856601
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,556352883720192,10000000000,0,709382
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,454098302337024,10000000000,971273,1765361
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,513471930236928,22222222000,5871556,644065
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,371634930253824,4000000000,661527,576901
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,555253372092416,10000000000,1570242,1240990
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,573945069764608,4000000000,357291,105536
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,462894395359232,20000000000,1347924,3264737
033b63e4a9931dc151037acbce12f4f8968c86f5655cf102bbfa85a26bd4adc6d9,557452395347968,10000000000,0,0
